time, Quad.Pos.Y, Quad.Est.Y, Quad.Vel.Y, Quad.Est.VY
6.059743,3.003316,3.056841,-0.029619,-0.064962
6.064743,3.003133,3.056421,-0.041110,-0.079943
6.069743,3.002892,3.056081,-0.053028,-0.089414
6.074742,3.002591,3.055523,-0.065017,-0.102525
6.079742,3.002230,3.054862,-0.076874,-0.125610
6.084742,3.001811,3.054085,-0.088301,-0.139068
6.089741,3.001337,3.053256,-0.099287,-0.158359
6.094741,3.000809,3.052275,-0.109698,-0.175287
6.099741,3.000231,3.051924,-0.119454,-0.175765
6.104740,2.999606,3.046842,-0.128437,-0.202632
6.109740,2.998939,3.046421,-0.136585,-0.219612
6.114739,2.998234,3.045075,-0.144003,-0.232791
6.119739,2.997493,3.044267,-0.150685,-0.245103
6.124739,2.996722,3.042769,-0.156565,-0.257307
6.129738,2.995924,3.041711,-0.161665,-0.262703
6.134738,2.995102,3.040115,-0.166002,-0.272047
6.139738,2.994260,3.039017,-0.169655,-0.274977
6.144737,2.993403,3.037347,-0.172657,-0.283599
6.149737,2.992532,3.036256,-0.175070,-0.279919
6.154737,2.991651,3.034567,-0.176936,-0.285441
6.159736,2.990762,3.033642,-0.178296,-0.273237
6.164736,2.989867,3.032002,-0.179220,-0.274564
6.169735,2.988970,3.031271,-0.179768,-0.259262
6.174735,2.988070,3.029718,-0.179992,-0.257188
6.179735,2.987170,3.028621,-0.179931,-0.258456
6.184734,2.986271,3.027079,-0.179628,-0.255156
6.189734,2.985374,3.026112,-0.179130,-0.252843
6.194734,2.984480,3.024592,-0.178479,-0.253554
6.199733,2.983590,3.023660,-0.177714,-0.251164
6.204733,2.982704,3.026124,-0.176900,-0.233343
6.209733,2.981822,3.025810,-0.176065,-0.245792
6.214732,2.980944,3.024330,-0.175231,-0.249206
6.219732,2.980071,3.023321,-0.174395,-0.245041
6.224731,2.979201,3.021851,-0.173549,-0.244010
6.229731,2.978336,3.021027,-0.172657,-0.256256
6.234731,2.977476,3.019488,-0.171676,-0.258322
6.239730,2.976621,3.018459,-0.170570,-0.260982
6.244730,2.975772,3.016889,-0.169294,-0.265556
6.249730,2.974930,3.015788,-0.167794,-0.272636
6.254729,2.974097,3.014147,-0.166038,-0.274930
6.259729,2.973272,3.012999,-0.164011,-0.278508
6.264729,2.972459,3.011332,-0.161728,-0.276955
6.269728,2.971658,3.010231,-0.159211,-0.275282
6.274728,2.970870,3.008584,-0.156463,-0.272009
6.279727,2.970097,3.007474,-0.153504,-0.272140
6.284727,2.969339,3.005837,-0.150298,-0.272880
6.289727,2.968597,3.004881,-0.146871,-0.269890
6.294726,2.967874,3.003265,-0.143243,-0.268716
6.299726,2.967169,3.002177,-0.139458,-0.265443
6.304726,2.966483,3.016378,-0.135491,-0.192646
6.309725,2.965818,3.015826,-0.131425,-0.196144
6.314725,2.965173,3.014656,-0.127339,-0.193293
6.319725,2.964549,3.014023,-0.123336,-0.197753
6.324724,2.963944,3.012839,-0.119367,-0.195940
6.329724,2.963358,3.012104,-0.115567,-0.195475
6.334723,2.962791,3.010927,-0.112005,-0.197408
6.339723,2.962241,3.010186,-0.108615,-0.208106
6.344723,2.961708,3.008946,-0.105390,-0.204545
6.349722,2.961190,3.008167,-0.102325,-0.198285
6.354722,2.960687,3.006982,-0.099365,-0.198003
6.359722,2.960199,3.006330,-0.096483,-0.187394
6.364721,2.959725,3.005203,-0.093626,-0.187692
6.369721,2.959266,3.004363,-0.090689,-0.190321
6.374721,2.958822,3.003227,-0.087618,-0.188671
6.379720,2.958393,3.002337,-0.084449,-0.192398
6.384720,2.957981,3.001182,-0.081164,-0.194058
6.389719,2.957585,3.000755,-0.077764,-0.182337
6.394719,2.957207,2.999660,-0.074247,-0.181730
6.399719,2.956847,2.999213,-0.070664,-0.176147
6.404718,2.956505,3.004275,-0.067042,-0.143323
6.409718,2.956181,3.003758,-0.063426,-0.141898
6.414718,2.955875,3.002914,-0.059858,-0.138555
6.419717,2.955586,3.002090,-0.056437,-0.128650
6.424717,2.955313,3.001321,-0.053244,-0.126571
6.429717,2.955056,3.000942,-0.050252,-0.134387
6.434716,2.954813,3.000146,-0.047505,-0.132537
6.439716,2.954583,2.999630,-0.045002,-0.136713
6.444715,2.954365,2.998808,-0.042715,-0.138786
6.449715,2.954158,2.998232,-0.040628,-0.141762
6.454715,2.953961,2.997374,-0.038698,-0.144874
6.459714,2.953773,2.996766,-0.036896,-0.147464
6.464714,2.953593,2.995887,-0.035142,-0.144749
6.469714,2.953423,2.995285,-0.033407,-0.148315
6.474713,2.953261,2.994401,-0.031642,-0.147053
6.479713,2.953108,2.993938,-0.029786,-0.143212
6.484713,2.952965,2.993076,-0.027811,-0.145126
6.489712,2.952832,2.992669,-0.025702,-0.139458
6.494712,2.952711,2.991835,-0.023442,-0.139344
6.499712,2.952601,2.991694,-0.021081,-0.125147
6.504711,2.952503,2.993703,-0.018586,-0.057422
6.509711,2.952418,2.993415,-0.016012,-0.054904
6.514710,2.952345,2.993087,-0.013484,-0.053669
6.519710,2.952285,2.993060,-0.011104,-0.054856
6.524710,2.952236,2.992734,-0.008978,-0.052462
6.529709,2.952197,2.992705,-0.007154,-0.063208
6.534709,2.952166,2.992324,-0.005638,-0.063782
6.539709,2.952142,2.992040,-0.004398,-0.061108
6.544708,2.952123,2.991675,-0.003401,-0.060421
6.549708,2.952108,2.991493,-0.002603,-0.046780
6.554708,2.952097,2.991222,-0.001958,-0.043496
6.559707,2.952089,2.991079,-0.001423,-0.042053
6.564707,2.952083,2.990826,-0.000999,-0.040943
6.569706,2.952079,2.990698,-0.000706,-0.038469
6.574706,2.952076,2.990461,-0.000560,-0.041449
6.579706,2.952073,2.990336,-0.000561,-0.039876
6.584705,2.952070,2.990098,-0.000722,-0.038834
6.589705,2.952066,2.989944,-0.001037,-0.036823
6.594705,2.952059,2.989723,-0.001506,-0.037722
6.599704,2.952050,2.989264,-0.002118,-0.046362
6.604704,2.952037,2.999586,-0.002877,0.010148
6.609704,2.952020,2.999237,-0.003783,0.018707
6.614703,2.951998,2.999338,-0.004828,0.015345
6.619703,2.951971,2.999529,-0.006015,0.011113
6.624702,2.951937,2.999597,-0.007383,0.011964
6.629702,2.951895,2.999761,-0.008967,0.005055
6.634702,2.951845,2.999784,-0.010784,0.002792
6.639701,2.951785,2.999817,-0.012860,-0.004039
6.644701,2.951713,2.999786,-0.015183,-0.004778
6.649701,2.951630,2.999758,-0.017754,-0.007932
6.654700,2.951533,2.999696,-0.020583,-0.013666
6.659700,2.951421,2.999670,-0.023617,-0.011906
6.664700,2.951293,2.999593,-0.026820,-0.015640
6.669699,2.951149,2.999458,-0.030155,-0.024130
6.674699,2.950988,2.999303,-0.033585,-0.029238
6.679698,2.950810,2.999513,-0.037030,-0.020106
6.684698,2.950614,2.999381,-0.040470,-0.023335
6.689698,2.950402,2.999569,-0.043835,-0.015142
6.694697,2.950173,2.999479,-0.047124,-0.014753
6.699697,2.949928,2.999819,-0.050304,-0.004727
6.704697,2.949667,2.972673,-0.053493,-0.027378
6.709696,2.949389,2.972685,-0.056743,-0.032339
6.714696,2.949096,2.972485,-0.060037,-0.031989
6.719696,2.948786,2.972430,-0.063371,-0.037322
6.724695,2.948459,2.972196,-0.066743,-0.040311
6.729695,2.948115,2.972038,-0.070110,-0.040374
6.734694,2.947754,2.971792,-0.073379,-0.043210
6.739694,2.947378,2.971665,-0.076477,-0.054948
6.744694,2.946987,2.971319,-0.079326,-0.060563
6.749693,2.946583,2.971089,-0.081855,-0.059919
6.754693,2.946167,2.970722,-0.084023,-0.062587
6.759693,2.945742,2.970528,-0.085795,-0.060729
6.764692,2.945308,2.970161,-0.087146,-0.062150
6.769692,2.944870,2.969881,-0.088082,-0.063462
6.774692,2.944428,2.969504,-0.088611,-0.061989
6.779691,2.943984,2.968923,-0.088737,-0.074895
6.784691,2.943541,2.968473,-0.088470,-0.075085
6.789690,2.943101,2.968500,-0.087824,-0.063985
6.794690,2.942664,2.968124,-0.086809,-0.061444
6.799690,2.942234,2.968151,-0.085427,-0.053195
6.804689,2.941812,2.962585,-0.083754,-0.091390
6.809689,2.941399,2.962351,-0.081876,-0.094345
6.814689,2.940995,2.961795,-0.079807,-0.092331
6.819688,2.940603,2.960884,-0.077565,-0.072141
6.824688,2.940223,2.960468,-0.075142,-0.065157
6.829688,2.939855,2.960203,-0.072539,-0.062368
6.834687,2.939501,2.959831,-0.069708,-0.061081
6.839687,2.939161,2.959597,-0.066623,-0.067682
6.844687,2.938838,2.959195,-0.063301,-0.066841
6.849686,2.938532,2.958866,-0.059700,-0.071131
6.854686,2.938245,2.958446,-0.055817,-0.067291
6.859685,2.937978,2.958218,-0.051634,-0.061788
6.864685,2.937733,2.957861,-0.047153,-0.054407
6.869685,2.937512,2.957555,-0.042399,-0.055581
6.874684,2.937315,2.957226,-0.037340,-0.052865
6.879684,2.937144,2.956919,-0.031943,-0.051946
6.884684,2.937001,2.956625,-0.026337,-0.044735
6.889683,2.936887,2.955891,-0.020469,-0.059026
6.894683,2.936802,2.955542,-0.014445,-0.055223
6.899683,2.936748,2.954952,-0.008229,-0.060977
6.904682,2.936727,2.941010,-0.001657,-0.049408
6.909682,2.936739,2.941138,0.005273,-0.049033
6.914681,2.936787,2.940853,0.012551,-0.045556
6.919681,2.936872,2.940914,0.020048,-0.048885
6.924681,2.936995,2.940631,0.027717,-0.043623
6.929680,2.937157,2.940629,0.035509,-0.049406
6.934680,2.937359,2.940351,0.043514,-0.040586
6.939680,2.937601,2.940149,0.051625,-0.027480
6.944679,2.937883,2.939995,0.059915,-0.020699
6.949679,2.938207,2.939907,0.068270,-0.017994
6.954679,2.938574,2.939809,0.076707,-0.011144
6.959678,2.938983,2.939775,0.085154,-0.007620
6.964678,2.939433,2.939738,0.093552,-0.001437
6.969677,2.939926,2.939936,0.101969,0.013892
6.974677,2.940462,2.940032,0.110347,0.019533
6.979677,2.941039,2.940186,0.118690,0.026150
6.984676,2.941657,2.940355,0.126971,0.029386
6.989676,2.942317,2.940533,0.135120,0.035401
6.994676,2.943016,2.940764,0.143137,0.042989
6.999675,2.943756,2.940727,0.150983,0.045648
7.004675,2.944534,2.931641,0.158856,0.018720
7.009675,2.945352,2.931623,0.166783,0.027933
7.014674,2.946210,2.931815,0.174656,0.037713
7.019674,2.947107,2.932028,0.182489,0.038096
7.024673,2.948042,2.932278,0.190232,0.046332
7.029673,2.949016,2.932469,0.197922,0.050836
7.034673,2.950029,2.932797,0.205535,0.061871
7.039672,2.951079,2.933008,0.213175,0.068661
7.044672,2.952168,2.933432,0.220783,0.074989
7.049672,2.953295,2.933801,0.228313,0.080968
7.054671,2.954459,2.934304,0.235801,0.087346
7.059671,2.955660,2.934691,0.243179,0.092469
7.064671,2.956897,2.935271,0.250292,0.102141
7.069670,2.958170,2.935722,0.257205,0.109120
7.074670,2.959476,2.936395,0.263855,0.117035
7.079669,2.960814,2.936771,0.270165,0.115695
7.084669,2.962183,2.937475,0.276059,0.120100
7.089669,2.963580,2.937857,0.281456,0.119559
7.094668,2.965002,2.938586,0.286350,0.125028
7.099668,2.966447,2.939223,0.290728,0.133386
7.104668,2.967912,2.946217,0.294515,0.234974
7.109667,2.969394,2.947249,0.297774,0.235490
7.114667,2.970891,2.948666,0.300485,0.237880
7.119667,2.972400,2.949485,0.302661,0.242850
7.124666,2.973919,2.950946,0.304259,0.244273
7.129666,2.975443,2.951925,0.305283,0.247406
7.134665,2.976971,2.953406,0.305725,0.247674
7.139665,2.978499,2.954421,0.305618,0.243143
7.144665,2.980026,2.955886,0.305013,0.245086
7.149664,2.981548,2.956946,0.303975,0.258166
7.154664,2.983064,2.958486,0.302542,0.254909
7.159664,2.984571,2.959447,0.300753,0.247834
7.164663,2.986069,2.960938,0.298643,0.247466
7.169663,2.987555,2.961937,0.296216,0.244556
7.174663,2.989028,2.963397,0.293433,0.240945
7.179662,2.990486,2.964149,0.290279,0.231570
7.184662,2.991927,2.965526,0.286735,0.225669
7.189662,2.993349,2.966641,0.282819,0.228183
7.194661,2.994751,2.967998,0.278600,0.222026
7.199661,2.996131,2.969022,0.274169,0.220711
7.204660,2.997487,2.998392,0.269413,0.279877
7.209660,2.998819,2.999651,0.264341,0.274404
7.214660,3.000125,3.001285,0.259017,0.267919
7.219659,3.001404,3.002804,0.253480,0.246094
7.224659,3.002654,3.004264,0.247747,0.238586
7.229659,3.003875,3.005255,0.241906,0.229168
7.234658,3.005067,3.006609,0.236000,0.217201
7.239658,3.006229,3.007486,0.229941,0.204103
7.244658,3.007360,3.008694,0.223727,0.195086
7.249657,3.008460,3.009442,0.217395,0.184399
7.254657,3.009527,3.010520,0.210940,0.171089
7.259656,3.010562,3.011415,0.204375,0.177142
7.264656,3.011565,3.012458,0.197836,0.166310
7.269656,3.012534,3.012947,0.191349,0.150595
7.274655,3.013472,3.013834,0.184990,0.141877
7.279655,3.014378,3.014338,0.178747,0.129683
7.284655,3.015254,3.015100,0.172698,0.120711
7.289654,3.016099,3.015690,0.166778,0.119998
7.294654,3.016916,3.016389,0.161034,0.111105
7.299654,3.017704,3.016859,0.155482,0.105552
7.304653,3.018466,3.010582,0.150157,0.079691
7.309653,3.019201,3.011027,0.145051,0.071707
7.314652,3.019911,3.011439,0.140128,0.063314
7.319652,3.020598,3.011731,0.135377,0.054757
7.324652,3.021261,3.012036,0.130786,0.044131
7.329651,3.021902,3.012311,0.126409,0.031608
7.334651,3.022521,3.012480,0.122233,0.023762
7.339651,3.023120,3.012530,0.118197,0.028022
7.344650,3.023699,3.012684,0.114306,0.020302
7.349650,3.024260,3.012864,0.110574,0.030758
7.354650,3.024802,3.013039,0.107007,0.025973
7.359649,3.025327,3.013341,0.103651,0.035896
7.364649,3.025836,3.013554,0.100495,0.034842
7.369648,3.026329,3.013770,0.097491,0.036533
7.374648,3.026808,3.013993,0.094640,0.036537
7.379648,3.027272,3.014188,0.091879,0.038493
7.384647,3.027724,3.014409,0.089075,0.034544
7.389647,3.028160,3.014442,0.086165,0.029691
7.394647,3.028582,3.014629,0.083078,0.033052
7.399646,3.028987,3.014271,0.079776,0.017491
7.404646,3.029376,3.011282,0.076254,0.094771
7.409646,3.029746,3.011480,0.072511,0.098161
7.414645,3.030097,3.012058,0.068534,0.092985
7.419645,3.030427,3.012611,0.064369,0.085517
7.424644,3.030736,3.013117,0.060076,0.081083
7.429644,3.031024,3.013511,0.055672,0.074056
7.434644,3.031288,3.013943,0.051179,0.068781
7.439643,3.031531,3.014218,0.046696,0.067461
7.444643,3.031751,3.014612,0.042236,0.061292
7.449643,3.031949,3.014814,0.037807,0.049972
7.454642,3.032125,3.015095,0.033424,0.041177
7.459642,3.032279,3.015134,0.029105,0.026265
7.464642,3.032412,3.015273,0.024899,0.018195
7.469641,3.032524,3.015525,0.020775,0.019751
7.474641,3.032616,3.015638,0.016778,0.014314
7.479640,3.032688,3.015590,0.012926,0.007461
7.484640,3.032742,3.015618,0.009260,-0.000857
7.489640,3.032777,3.015747,0.005801,-0.001164
7.494639,3.032797,3.015723,0.002534,-0.008235
7.499639,3.032800,3.015795,-0.000588,-0.007736
7.504639,3.032788,2.997624,-0.003603,-0.092017
7.509638,3.032761,2.997475,-0.006547,-0.099268
7.514638,3.032719,2.996863,-0.009428,-0.107991
7.519638,3.032664,2.996323,-0.012236,-0.108147
7.524637,3.032594,2.995662,-0.014930,-0.113410
7.529637,3.032512,2.995149,-0.017492,-0.111228
7.534636,3.032417,2.994467,-0.019900,-0.117808
7.539636,3.032311,2.993968,-0.022092,-0.110843
7.544636,3.032195,2.993294,-0.024020,-0.113174
7.549635,3.032070,2.992884,-0.025677,-0.107687
7.554635,3.031937,2.992237,-0.027057,-0.108176
7.559635,3.031799,2.991866,-0.028184,-0.104585
7.564634,3.031655,2.991241,-0.029124,-0.104460
7.569634,3.031507,2.990805,-0.029942,-0.104134
7.574634,3.031355,2.990187,-0.030709,-0.102362
7.579633,3.031199,2.989639,-0.031495,-0.107200
7.584633,3.031039,2.988996,-0.032354,-0.106891
7.589633,3.030874,2.988451,-0.033327,-0.110299
7.594632,3.030705,2.987778,-0.034399,-0.112783
7.599632,3.030529,2.987113,-0.035567,-0.119084
7.604631,3.030348,2.994998,-0.036860,-0.170050
7.609631,3.030160,2.994256,-0.038258,-0.169695
7.614631,3.029964,2.993223,-0.039680,-0.172770
7.619630,3.029762,2.992562,-0.041041,-0.174501
7.624630,3.029553,2.991515,-0.042253,-0.173509
7.629630,3.029339,2.990811,-0.043260,-0.174156
7.634629,3.029120,2.989767,-0.044037,-0.175215
7.639629,3.028898,2.989063,-0.044592,-0.176069
7.644629,3.028674,2.988005,-0.044941,-0.177527
7.649628,3.028449,2.987275,-0.045096,-0.179444
7.654628,3.028223,2.986201,-0.045056,-0.178844
7.659627,3.027999,2.985543,-0.044820,-0.174451
7.664627,3.027776,2.984498,-0.044406,-0.174050
7.669627,3.027555,2.983850,-0.043846,-0.172287
7.674626,3.027338,2.982831,-0.043175,-0.168867
7.679626,3.027125,2.981972,-0.042424,-0.176396
7.684626,3.026915,2.980911,-0.041634,-0.175983
7.689625,3.026709,2.980048,-0.040816,-0.181074
7.694625,3.026508,2.978956,-0.039947,-0.184215
7.699625,3.026311,2.978156,-0.039001,-0.184690
7.704624,3.026119,3.011869,-0.037941,-0.123399
7.709624,3.025933,3.011525,-0.036715,-0.127794
7.714623,3.025753,3.010753,-0.035317,-0.129844
7.719623,3.025581,3.009908,-0.033740,-0.121005
7.724623,3.025418,3.009187,-0.031978,-0.118693
7.729622,3.025263,3.008789,-0.030093,-0.120303
7.734622,3.025119,3.008065,-0.028158,-0.122136
7.739622,3.024984,3.007575,-0.026192,-0.120530
7.744621,3.024858,3.006853,-0.024237,-0.120329
7.749621,3.024743,3.006370,-0.022304,-0.119886
7.754621,3.024637,3.005654,-0.020393,-0.120635
7.759620,3.024541,3.005222,-0.018471,-0.114458
7.764620,3.024455,3.004540,-0.016529,-0.110943
7.769619,3.024378,3.004114,-0.014604,-0.107783
7.774619,3.024311,3.003470,-0.012711,-0.104901
7.779619,3.024252,3.003182,-0.010862,-0.098603
7.784618,3.024203,3.002598,-0.009093,-0.094119
7.789618,3.024163,3.002290,-0.007440,-0.088923
7.794618,3.024130,3.001767,-0.005917,-0.085701
7.799617,3.024105,3.001311,-0.004546,-0.085343
7.804617,3.024086,2.999671,-0.003335,-0.077087
7.809617,3.024072,2.999281,-0.002267,-0.072334
7.814616,3.024064,2.998852,-0.001301,-0.068099
7.819616,3.024060,2.998558,-0.000390,-0.065886
7.824615,3.024061,2.998172,0.000476,-0.062518
7.829615,3.024066,2.997914,0.001293,-0.059923
7.834615,3.024075,2.997566,0.002050,-0.054624
7.839614,3.024087,2.997341,0.002741,-0.048924
7.844614,3.024102,2.997058,0.003337,-0.044592
7.849614,3.024121,2.996881,0.003809,-0.039598
7.854613,3.024141,2.996655,0.004130,-0.033034
7.859613,3.024162,2.996480,0.004280,-0.033158
7.864613,3.024184,2.996285,0.004252,-0.030569
7.869612,3.024204,2.996063,0.004052,-0.033722
7.874612,3.024223,2.995860,0.003686,-0.035497
7.879611,3.024240,2.995736,0.003172,-0.035083
7.884611,3.024254,2.995526,0.002557,-0.036787
7.889611,3.024265,2.995444,0.001899,-0.034088
7.894610,3.024273,2.995235,0.001241,-0.036733
7.899610,3.024277,2.994985,0.000615,-0.038222
7.904610,3.024279,3.011022,0.000034,0.010231
7.909609,3.024277,3.011050,-0.000517,0.009290
7.914609,3.024273,3.011106,-0.001082,0.008664
7.919609,3.024265,3.011143,-0.001737,0.009532
7.924608,3.024254,3.011194,-0.002568,0.009073
7.929608,3.024238,3.011227,-0.003645,0.005477
7.934608,3.024216,3.011253,-0.005012,0.003613
7.939607,3.024186,3.011289,-0.006701,0.005770
7.944607,3.024147,3.011312,-0.008723,0.002105
7.949606,3.024096,3.011314,-0.011105,0.001354
7.954606,3.024033,3.011315,-0.013816,-0.002793
7.959606,3.023955,3.011317,-0.016791,-0.004940
7.964605,3.023861,3.011276,-0.019986,-0.009779
7.969605,3.023751,3.011190,-0.023421,-0.014008
7.974605,3.023624,3.011098,-0.027085,-0.018922
7.979604,3.023477,3.011046,-0.030837,-0.021929
7.984604,3.023311,3.010899,-0.034626,-0.027862
7.989604,3.023127,3.010597,-0.038427,-0.039145
7.994603,3.022923,3.010348,-0.042177,-0.044485
7.999603,3.022702,3.010102,-0.045853,-0.051174
8.004604,3.022461,3.020123,-0.049776,-0.040434
8.009606,3.022200,3.020088,-0.053971,-0.048363
8.014608,3.021917,3.019784,-0.058249,-0.055613
8.019610,3.021613,3.019442,-0.062580,-0.054947
8.024612,3.021287,3.019091,-0.067075,-0.063736
8.029614,3.020937,3.018850,-0.071903,-0.069137
8.034616,3.020562,3.018422,-0.077339,-0.076898
8.039618,3.020157,3.018130,-0.083610,-0.082926
8.044621,3.019717,3.017605,-0.090937,-0.097158
8.049623,3.019237,3.017211,-0.099597,-0.106938
8.054625,3.018709,3.016546,-0.109891,-0.119429
8.059627,3.018124,3.016042,-0.122140,-0.132586
8.064629,3.017471,3.015203,-0.136562,-0.153708
8.069631,3.016738,3.014628,-0.153557,-0.164885
8.074633,3.015913,3.013595,-0.173204,-0.187501
8.079635,3.014981,3.012830,-0.195365,-0.205994
8.084637,3.013932,3.011528,-0.219766,-0.237892
8.089639,3.012754,3.010570,-0.246476,-0.263161
8.094641,3.011434,3.008920,-0.275919,-0.297640
8.099643,3.009963,3.007593,-0.306811,-0.328815
8.104645,3.008334,3.005018,-0.338351,-0.346092
8.109647,3.006546,3.003550,-0.370375,-0.374041
8.114649,3.004598,3.001219,-0.402478,-0.410845
8.119651,3.002487,2.999497,-0.435341,-0.435231
8.124653,3.000211,2.996792,-0.468314,-0.478613
8.129655,2.997771,2.994819,-0.501370,-0.505783
8.134657,2.995165,2.991696,-0.534563,-0.548050
8.139659,2.992391,2.989490,-0.568367,-0.581719
8.144661,2.989447,2.985920,-0.602336,-0.626089
8.149663,2.986333,2.983388,-0.636302,-0.655614
8.154665,2.983050,2.979367,-0.670301,-0.696927
8.159667,2.979595,2.976526,-0.704622,-0.727878
8.164669,2.975968,2.972059,-0.739265,-0.773913
8.169671,2.972169,2.968990,-0.773549,-0.801998
8.174673,2.968199,2.964078,-0.807819,-0.850834
8.179675,2.964055,2.960716,-0.842780,-0.874116
8.184677,2.959734,2.955384,-0.878452,-0.915069
8.189679,2.955235,2.951736,-0.914105,-0.942477
8.194681,2.950557,2.945985,-0.949818,-0.987098
8.199683,2.945698,2.942085,-0.986443,-1.015118
8.204685,2.940657,2.930854,-1.022882,-1.038550
8.209687,2.935435,2.926585,-1.058657,-1.068189
8.214689,2.930034,2.920071,-1.094495,-1.118369
8.219691,2.924454,2.915568,-1.130403,-1.146208
8.224693,2.918695,2.908599,-1.166226,-1.189849
8.229695,2.912756,2.903815,-1.202191,-1.215773
8.234697,2.906636,2.896444,-1.238297,-1.254018
8.239699,2.900337,2.891400,-1.274234,-1.284946
8.244701,2.893857,2.883588,-1.310536,-1.332117
8.249703,2.887196,2.878229,-1.346738,-1.361422
8.254705,2.880353,2.869967,-1.383162,-1.402780
8.259707,2.873327,2.864347,-1.419795,-1.431169
8.264709,2.866117,2.855679,-1.456755,-1.477670
8.269711,2.858721,2.849675,-1.494142,-1.512694
8.274714,2.851139,2.840503,-1.531276,-1.560751
8.279716,2.843371,2.834227,-1.568671,-1.597948
8.284718,2.835414,2.824555,-1.606610,-1.639193
8.289720,2.827266,2.817969,-1.644632,-1.669477
8.294722,2.818929,2.807838,-1.682761,-1.720975
8.299724,2.810400,2.800920,-1.721045,-1.752037
8.304726,2.801680,2.771875,-1.759533,-1.794498
8.309728,2.792765,2.764709,-1.798749,-1.825401
8.314730,2.783652,2.753657,-1.838410,-1.878486
8.319732,2.774341,2.746116,-1.877988,-1.916457
8.324734,2.764832,2.734523,-1.917772,-1.968311
8.329736,2.755122,2.726632,-1.958330,-2.002743
8.334738,2.745208,2.714532,-1.999436,-2.047698
8.339740,2.735086,2.706311,-2.040852,-2.073746
8.344742,2.724757,2.693767,-2.082531,-2.126936
8.349744,2.714218,2.685221,-2.124649,-2.159411
8.354746,2.703468,2.672170,-2.167193,-2.207343
8.359748,2.692504,2.663303,-2.209690,-2.240160
8.364750,2.681327,2.649772,-2.252934,-2.292659
8.369752,2.669931,2.640566,-2.296366,-2.329524
8.374754,2.658319,2.626481,-2.340019,-2.383397
8.379756,2.646488,2.616909,-2.383552,-2.420812
8.384758,2.634439,2.602276,-2.427286,-2.476224
8.389760,2.622171,2.592340,-2.471273,-2.510274
8.394762,2.609683,2.577178,-2.515296,-2.565024
8.399764,2.596973,2.566885,-2.559803,-2.601341
8.404766,2.584040,2.591999,-2.604691,-2.582248
8.409768,2.570882,2.581640,-2.649378,-2.618639
8.414770,2.557501,2.565818,-2.694006,-2.673158
8.419772,2.543898,2.555073,-2.738572,-2.712274
8.424774,2.530071,2.538672,-2.782995,-2.769626
8.429776,2.516024,2.527560,-2.827315,-2.802392
8.434778,2.501753,2.510622,-2.871806,-2.862299
8.439780,2.487262,2.499128,-2.915963,-2.907756
8.444782,2.472551,2.481588,-2.959505,-2.956843
8.449784,2.457623,2.469713,-3.003192,-2.995918
8.454786,2.442474,2.451639,-3.047364,-3.048478
8.459788,2.427104,2.439433,-3.091675,-3.087632
8.464790,2.411512,2.420786,-3.136147,-3.147187
8.469792,2.395699,2.408119,-3.180443,-3.187415
8.474794,2.379663,2.388896,-3.224743,-3.242823
8.479796,2.363408,2.375869,-3.268816,-3.280951
8.484798,2.346931,2.356090,-3.312997,-3.330898
8.489800,2.330233,2.342737,-3.357481,-3.367193
8.494802,2.313311,2.322422,-3.402247,-3.420155
8.499804,2.296164,2.308677,-3.447505,-3.451181
8.504807,2.278791,2.299751,-3.492948,-3.476355
8.509809,2.261188,2.285781,-3.539187,-3.513426
8.514811,2.243351,2.264574,-3.586260,-3.573289
8.519813,2.225277,2.250237,-3.633706,-3.608676
8.524815,2.206965,2.228462,-3.681599,-3.665878
8.529817,2.188413,2.213744,-3.729759,-3.703202
8.534819,2.169620,2.191392,-3.777675,-3.767278
8.539821,2.150588,2.176277,-3.825471,-3.809196
8.544823,2.131318,2.153306,-3.873188,-3.864123
8.549825,2.111809,2.137813,-3.920762,-3.903811
8.554827,2.092062,2.114260,-3.968395,-3.964838
8.559829,2.072078,2.098348,-4.015808,-4.004504
8.564831,2.051858,2.074231,-4.062836,-4.058176
8.569833,2.031402,2.057973,-4.110217,-4.093662
8.574835,2.010709,2.033284,-4.157520,-4.156158
8.579837,1.989779,2.016580,-4.205100,-4.190546
8.584839,1.968609,1.991325,-4.253279,-4.249882
8.589841,1.947198,1.974238,-4.301497,-4.290636
8.594843,1.925545,1.948384,-4.350070,-4.344139
8.599845,1.903649,1.930988,-4.398637,-4.387916
8.604847,1.881507,1.904326,-4.448686,-4.403255
8.609849,1.859107,1.886656,-4.501182,-4.444134
8.614851,1.836439,1.859854,-4.555287,-4.513196
8.619853,1.813497,1.841752,-4.610593,-4.556628
8.624855,1.790275,1.814279,-4.667031,-4.625322
8.629857,1.766768,1.795720,-4.724479,-4.670981
8.634859,1.742972,1.767587,-4.782167,-4.728714
8.639861,1.718888,1.748633,-4.840047,-4.774951
8.644863,1.694514,1.719829,-4.897842,-4.851771
8.649865,1.669852,1.700383,-4.955752,-4.894837
8.654867,1.644899,1.670888,-5.013623,-4.956034
8.659869,1.619659,1.651020,-5.070848,-5.000568
8.664871,1.594134,1.620875,-5.127757,-5.074138
8.669873,1.568325,1.600532,-5.184601,-5.118854
8.674875,1.542231,1.569689,-5.241384,-5.187242
8.679877,1.515855,1.548867,-5.297991,-5.237515
8.684879,1.489195,1.517303,-5.354635,-5.308249
